,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount,Date
506376,C579140,22993,SET OF 4 PANTRY JELLY MOULDS,-1,2011-11-28 13:05:00,1.25,16393.0,United Kingdom,-1.25,2011-11-28
506377,C579140,23289,DOLLY GIRL CHILDRENS BOWL,-1,2011-11-28 13:05:00,1.25,16393.0,United Kingdom,-1.25,2011-11-28
506378,C579140,23238,SET OF 4 KNICK KNACK TINS LONDON ,-2,2011-11-28 13:05:00,4.15,16393.0,United Kingdom,-8.3,2011-11-28
507248,C579169,22726,ALARM CLOCK BAKELIKE GREEN,-1,2011-11-28 14:26:00,3.75,17924.0,United Kingdom,-3.75,2011-11-28
507288,C579172,22427,ENAMEL FLOWER JUG CREAM,-12,2011-11-28 14:31:00,5.45,17811.0,United Kingdom,-65.4,2011-11-28
507365,C579178,22941,CHRISTMAS LIGHTS 10 REINDEER,-2,2011-11-28 14:55:00,8.5,12362.0,Belgium,-17.0,2011-11-28
507366,C579178,22942,CHRISTMAS LIGHTS 10 SANTAS ,-2,2011-11-28 14:55:00,8.5,12362.0,Belgium,-17.0,2011-11-28
507367,C579178,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,-3,2011-11-28 14:55:00,4.95,12362.0,Belgium,-14.850000000000001,2011-11-28
507406,C579186,23397,FOOT STOOL HOME SWEET HOME ,-2,2011-11-28 15:30:00,9.95,13238.0,United Kingdom,-19.9,2011-11-28
507999,C579192,POST,POSTAGE,-4,2011-11-28 15:43:00,18.0,12657.0,France,-72.0,2011-11-28
508000,C579192,23320,GIANT 50'S CHRISTMAS CRACKER,-12,2011-11-28 15:43:00,2.89,12657.0,France,-34.68,2011-11-28
508001,C579192,23318,BOX OF 6 MINI VINTAGE CRACKERS,-20,2011-11-28 15:43:00,2.49,12657.0,France,-49.800000000000004,2011-11-28
508002,C579192,22959,WRAP CHRISTMAS VILLAGE,-250,2011-11-28 15:43:00,0.42,12657.0,France,-105.0,2011-11-28
508003,C579192,22900,SET 2 TEA TOWELS I LOVE LONDON ,-6,2011-11-28 15:43:00,3.25,12657.0,France,-19.5,2011-11-28
508004,C579192,22818,CARD CHRISTMAS VILLAGE,-72,2011-11-28 15:43:00,0.42,12657.0,France,-30.24,2011-11-28
508005,C579192,22809,SET OF 6 T-LIGHTS SANTA,-12,2011-11-28 15:43:00,2.95,12657.0,France,-35.400000000000006,2011-11-28
508006,C579192,22423,REGENCY CAKESTAND 3 TIER,-10,2011-11-28 15:43:00,12.75,12657.0,France,-127.5,2011-11-28
508007,C579192,22357,KINGS CHOICE BISCUIT TIN,-4,2011-11-28 15:43:00,4.25,12657.0,France,-17.0,2011-11-28
508561,C579195,CRUK,CRUK Commission,-1,2011-11-28 15:54:00,987.14,14096.0,United Kingdom,-987.14,2011-11-28
508707,C579266,71477,COLOURED GLASS STAR T-LIGHT HOLDER,-24,2011-11-29 09:25:00,3.29,15621.0,United Kingdom,-78.96000000000001,2011-11-29
508834,579275,22176,amazon,1,2011-11-29 10:02:00,0.0,nan,United Kingdom,0.0,2011-11-29
508840,C579277,22470,HEART OF WICKER LARGE,-10,2011-11-29 10:16:00,3.2,17450.0,United Kingdom,-32.0,2011-11-29
509532,C579347,23225,CHERUB HEART DECORATION SILVER ,-36,2011-11-29 11:47:00,0.83,17658.0,United Kingdom,-29.88,2011-11-29
509533,C579347,22163,HEART STRING MEMO HOLDER HANGING,-24,2011-11-29 11:47:00,0.79,17658.0,United Kingdom,-18.96,2011-11-29
509534,C579347,22584,PACK OF 6 PANETTONE GIFT BOXES,-14,2011-11-29 11:47:00,2.55,17658.0,United Kingdom,-35.699999999999996,2011-11-29
509535,C579347,22585,PACK OF 6 BIRDY GIFT TAGS,-20,2011-11-29 11:47:00,1.25,17658.0,United Kingdom,-25.0,2011-11-29
509585,C579366,POST,POSTAGE,-1,2011-11-29 11:56:00,9.72,14205.0,United Kingdom,-9.72,2011-11-29
510077,C579415,23169,CLASSIC GLASS COOKIE JAR,-4,2011-11-29 12:52:00,3.75,15311.0,United Kingdom,-15.0,2011-11-29
510117,579429,20711,lost in space,-98,2011-11-29 13:04:00,0.0,nan,United Kingdom,-0.0,2011-11-29
510163,C579431,23263,SET OF 3 WOODEN HEART DECORATIONS,-12,2011-11-29 13:09:00,1.25,17584.0,United Kingdom,-15.0,2011-11-29
510221,C579438,21533,RETROSPOT LARGE MILK JUG,-12,2011-11-29 13:26:00,4.25,14235.0,United Kingdom,-51.0,2011-11-29
511389,C579496,22666,RECIPE BOX PANTRY YELLOW DESIGN,-2,2011-11-29 15:38:00,2.95,18161.0,United Kingdom,-5.9,2011-11-29
511481,C579502,22946,WOODEN ADVENT CALENDAR CREAM,-1,2011-11-29 16:19:00,16.95,16759.0,United Kingdom,-16.95,2011-11-29
512879,C579519,23139,SINGLE WIRE HOOK PINK HEART,-12,2011-11-29 18:11:00,1.45,12748.0,United Kingdom,-17.4,2011-11-29
512927,C579521,22307,GOLD MUG BONE CHINA TREE OF LIFE,-6,2011-11-29 18:19:00,1.06,12748.0,United Kingdom,-6.36,2011-11-29
512928,C579521,21843,RED RETROSPOT CAKE STAND,-1,2011-11-29 18:19:00,10.95,12748.0,United Kingdom,-10.95,2011-11-29
512929,C579521,22840,ROUND CAKE TIN VINTAGE RED,-1,2011-11-29 18:19:00,7.95,12748.0,United Kingdom,-7.95,2011-11-29
513076,C579532,POST,POSTAGE,-1,2011-11-30 09:21:00,18.0,12494.0,France,-18.0,2011-11-30
513077,C579532,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,-4,2011-11-30 09:21:00,9.95,12494.0,France,-39.8,2011-11-30
513339,C579547,23245,SET OF 3 REGENCY CAKE TINS,-1,2011-11-30 10:42:00,4.95,16764.0,United Kingdom,-4.95,2011-11-30
513448,C579554,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,-1,2011-11-30 11:05:00,4.25,13924.0,United Kingdom,-4.25,2011-11-30
513449,C579554,22588,CARD HOLDER GINGHAM HEART,-2,2011-11-30 11:05:00,2.89,13924.0,United Kingdom,-5.78,2011-11-30
513788,C579562,23084,RABBIT NIGHT LIGHT,-1,2011-11-30 11:39:00,2.08,12553.0,France,-2.08,2011-11-30
513789,C579562,21731,RED TOADSTOOL LED NIGHT LIGHT,-1,2011-11-30 11:39:00,1.65,12553.0,France,-1.65,2011-11-30
513790,579563,85135C,found,36,2011-11-30 11:41:00,0.0,nan,United Kingdom,0.0,2011-11-30
514180,579680,22533,check,60,2011-11-30 13:29:00,0.0,nan,United Kingdom,0.0,2011-11-30
514181,579681,21615,check,-26,2011-11-30 13:33:00,0.0,nan,United Kingdom,-0.0,2011-11-30
514182,579682,85172,check,-145,2011-11-30 13:33:00,0.0,nan,United Kingdom,-0.0,2011-11-30
514183,579683,21868,check,-28,2011-11-30 13:35:00,0.0,nan,United Kingdom,-0.0,2011-11-30
514563,C579710,22591,CARDHOLDER GINGHAM CHRISTMAS TREE,-4,2011-11-30 14:16:00,3.25,15467.0,United Kingdom,-13.0,2011-11-30
514646,579731,35648,check,-46,2011-11-30 14:23:00,0.0,nan,United Kingdom,-0.0,2011-11-30
514647,579732,35648,check,-10,2011-11-30 14:24:00,0.0,nan,United Kingdom,-0.0,2011-11-30
514648,579733,84581,check,-41,2011-11-30 14:24:00,0.0,nan,United Kingdom,-0.0,2011-11-30
514649,579734,84859C,wet?,-153,2011-11-30 14:25:00,0.0,nan,United Kingdom,-0.0,2011-11-30
514650,579735,21793,check,-40,2011-11-30 14:25:00,0.0,nan,United Kingdom,-0.0,2011-11-30
514652,C579739,22567,20 DOLLY PEGS RETROSPOT,-1,2011-11-30 14:28:00,1.45,16956.0,United Kingdom,-1.45,2011-11-30
514653,C579739,22762,CUPBOARD 3 DRAWER MA CAMPAGNE,-1,2011-11-30 14:28:00,14.95,16956.0,United Kingdom,-14.95,2011-11-30
514735,579742,85204,lost??,-1131,2011-11-30 14:34:00,0.0,nan,United Kingdom,-0.0,2011-11-30
514736,579743,21810,check,-135,2011-11-30 14:36:00,0.0,nan,United Kingdom,-0.0,2011-11-30
514788,579745,22043,check,-40,2011-11-30 14:39:00,0.0,nan,United Kingdom,-0.0,2011-11-30
514801,C579746,35004B,SET OF 3 BLACK FLYING DUCKS,-3,2011-11-30 14:40:00,4.65,13078.0,United Kingdom,-13.950000000000001,2011-11-30
514836,C579748,23229,VINTAGE DONKEY TAIL GAME ,-1,2011-11-30 14:41:00,3.75,14875.0,United Kingdom,-3.75,2011-11-30
514939,C579752,72802C,VANILLA SCENT CANDLE JEWELLED BOX,-1,2011-11-30 14:46:00,3.81,13777.0,United Kingdom,-3.81,2011-11-30
514940,C579752,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-11-30 14:46:00,2.55,13777.0,United Kingdom,-2.55,2011-11-30
514941,C579753,22434,BALLOON PUMP WITH 10 BALLOONS,-16,2011-11-30 14:48:00,1.95,15484.0,United Kingdom,-31.2,2011-11-30
514981,579755,84912B,damaged,-14,2011-11-30 14:54:00,0.0,nan,United Kingdom,-0.0,2011-11-30
514982,C579756,71477,COLOURED GLASS STAR T-LIGHT HOLDER,-1,2011-11-30 14:54:00,3.95,14733.0,United Kingdom,-3.95,2011-11-30
514983,C579756,22169,FAMILY ALBUM WHITE PICTURE FRAME,-1,2011-11-30 14:54:00,8.5,14733.0,United Kingdom,-8.5,2011-11-30
514984,C579757,47469,ASSORTED SHAPES PHOTO CLIP SILVER ,-24,2011-11-30 14:56:00,0.65,nan,United Kingdom,-15.600000000000001,2011-11-30
514985,C579758,22423,REGENCY CAKESTAND 3 TIER,-1,2011-11-30 14:58:00,10.95,14644.0,United Kingdom,-10.95,2011-11-30
514989,C579760,22620,4 TRADITIONAL SPINNING TOPS,-2,2011-11-30 15:05:00,1.45,17096.0,United Kingdom,-2.9,2011-11-30
514990,C579764,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-1,2011-11-30 15:07:00,2.95,14936.0,Channel Islands,-2.95,2011-11-30
514991,C579764,23486,ANTIQUE HEART SHELF UNIT,-1,2011-11-30 15:07:00,16.65,14936.0,Channel Islands,-16.65,2011-11-30
515001,C579766,23486,ANTIQUE HEART SHELF UNIT,-1,2011-11-30 15:08:00,16.65,15793.0,United Kingdom,-16.65,2011-11-30
515002,C579776,23118,PARISIENNE JEWELLERY DRAWER ,-1,2011-11-30 15:12:00,7.5,13212.0,United Kingdom,-7.5,2011-11-30
515690,C579778,23460,SWEETHEART WALL TIDY ,-1,2011-11-30 15:14:00,9.95,14217.0,United Kingdom,-9.95,2011-11-30
515695,C579780,23460,SWEETHEART WALL TIDY ,-1,2011-11-30 15:18:00,9.95,14217.0,United Kingdom,-9.95,2011-11-30
515696,C579781,22457,NATURAL SLATE HEART CHALKBOARD ,-1,2011-11-30 15:20:00,2.95,17451.0,United Kingdom,-2.95,2011-11-30
515697,C579781,22456,NATURAL SLATE CHALKBOARD LARGE ,-6,2011-11-30 15:20:00,4.95,17451.0,United Kingdom,-29.700000000000003,2011-11-30
515698,C579782,23460,SWEETHEART WALL TIDY ,-1,2011-11-30 15:20:00,9.95,17451.0,United Kingdom,-9.95,2011-11-30
515699,C579783,23597,PAPER BUNTING PAISLEY PARK,-6,2011-11-30 15:21:00,2.95,17727.0,United Kingdom,-17.700000000000003,2011-11-30
515708,C579785,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-2,2011-11-30 15:29:00,4.95,12584.0,Italy,-9.9,2011-11-30
515709,C579785,22847,BREAD BIN DINER STYLE IVORY,-3,2011-11-30 15:29:00,16.95,12584.0,Italy,-50.849999999999994,2011-11-30
515710,C579785,22845,VINTAGE CREAM CAT FOOD CONTAINER,-3,2011-11-30 15:29:00,6.35,12584.0,Italy,-19.049999999999997,2011-11-30
515711,C579785,22844,VINTAGE CREAM DOG FOOD CONTAINER,-3,2011-11-30 15:29:00,8.5,12584.0,Italy,-25.5,2011-11-30
515712,C579785,22666,RECIPE BOX PANTRY YELLOW DESIGN,-1,2011-11-30 15:29:00,2.95,12584.0,Italy,-2.95,2011-11-30
515943,C579791,23485,BOTANICAL GARDENS WALL CLOCK ,-4,2011-11-30 15:43:00,20.8,15969.0,United Kingdom,-83.2,2011-11-30
516073,C579864,22120,WELCOME  WOODEN BLOCK LETTERS,-9,2011-11-30 16:37:00,9.95,12584.0,Italy,-89.55,2011-11-30
516082,C579866,23485,BOTANICAL GARDENS WALL CLOCK ,-2,2011-11-30 16:39:00,20.5,17528.0,United Kingdom,-41.0,2011-11-30
516138,C579869,23428,IVORY RETRO KITCHEN WALL CLOCK,-2,2011-11-30 16:44:00,8.15,14189.0,United Kingdom,-16.3,2011-11-30
516170,C579871,20727,LUNCH BAG  BLACK SKULL.,-1,2011-11-30 16:54:00,1.65,16101.0,United Kingdom,-1.65,2011-11-30
516171,579873,35819B,check,18,2011-11-30 17:00:00,0.0,nan,United Kingdom,0.0,2011-11-30
516172,C579876,22979,PANTRY WASHING UP BRUSH,-4,2011-11-30 17:02:00,1.45,18059.0,United Kingdom,-5.8,2011-11-30
516173,C579876,23013,GLASS APOTHECARY BOTTLE TONIC,-1,2011-11-30 17:02:00,3.95,18059.0,United Kingdom,-3.95,2011-11-30
516174,C579877,23113,PANTRY CHOPPING BOARD,-1,2011-11-30 17:07:00,4.95,16240.0,United Kingdom,-4.95,2011-11-30
516175,C579877,22489,PACK OF 12 TRADITIONAL CRAYONS,-1,2011-11-30 17:07:00,0.42,16240.0,United Kingdom,-0.42,2011-11-30
516176,C579877,22138,BAKING SET 9 PIECE RETROSPOT ,-1,2011-11-30 17:07:00,4.95,16240.0,United Kingdom,-4.95,2011-11-30
516177,C579877,21790,VINTAGE SNAP CARDS,-1,2011-11-30 17:07:00,0.85,16240.0,United Kingdom,-0.85,2011-11-30
516178,C579878,84849A,HELLO SAILOR BLUE SOAP HOLDER,-16,2011-11-30 17:12:00,1.69,17340.0,United Kingdom,-27.04,2011-11-30
516179,C579878,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,2011-11-30 17:12:00,6.95,17340.0,United Kingdom,-6.95,2011-11-30
516180,C579878,23542,WALL ART 70'S ALPHABET ,-3,2011-11-30 17:12:00,8.25,17340.0,United Kingdom,-24.75,2011-11-30
516181,C579878,23169,CLASSIC GLASS COOKIE JAR,-4,2011-11-30 17:12:00,4.15,17340.0,United Kingdom,-16.6,2011-11-30
516182,C579878,22728,ALARM CLOCK BAKELIKE PINK,-2,2011-11-30 17:12:00,3.75,17340.0,United Kingdom,-7.5,2011-11-30
516183,C579878,22727,ALARM CLOCK BAKELIKE RED ,-2,2011-11-30 17:12:00,3.75,17340.0,United Kingdom,-7.5,2011-11-30
516184,C579878,22467,GUMBALL COAT RACK,-5,2011-11-30 17:12:00,2.55,17340.0,United Kingdom,-12.75,2011-11-30
516185,C579878,22423,REGENCY CAKESTAND 3 TIER,-1,2011-11-30 17:12:00,12.75,17340.0,United Kingdom,-12.75,2011-11-30
516186,C579878,21326,AGED GLASS SILVER T-LIGHT HOLDER,-6,2011-11-30 17:12:00,0.65,17340.0,United Kingdom,-3.9000000000000004,2011-11-30
516187,C579878,21314,SMALL GLASS HEART TRINKET POT,-1,2011-11-30 17:12:00,2.1,17340.0,United Kingdom,-2.1,2011-11-30
516188,579879,22759,check,17,2011-11-30 17:13:00,0.0,nan,United Kingdom,0.0,2011-11-30
516217,C579882,21871,SAVE THE PLANET MUG,-6,2011-11-30 17:28:00,1.65,13050.0,United Kingdom,-9.899999999999999,2011-11-30
516218,C579882,23245,SET OF 3 REGENCY CAKE TINS,-1,2011-11-30 17:28:00,4.95,13050.0,United Kingdom,-4.95,2011-11-30
516219,C579883,21535,RED RETROSPOT SMALL MILK JUG,-1,2011-11-30 17:32:00,2.55,14194.0,United Kingdom,-2.55,2011-11-30
516220,C579883,23254,CHILDRENS CUTLERY DOLLY GIRL ,-4,2011-11-30 17:32:00,4.15,14194.0,United Kingdom,-16.6,2011-11-30
516221,C579884,D,Discount,-1,2011-11-30 17:34:00,20.53,14527.0,United Kingdom,-20.53,2011-11-30
516369,C579886,22163,HEART STRING MEMO HOLDER HANGING,-1,2011-11-30 17:39:00,0.79,15676.0,United Kingdom,-0.79,2011-11-30
516370,C579886,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,-1,2011-11-30 17:39:00,0.29,15676.0,United Kingdom,-0.29,2011-11-30
516371,C579886,23370,SET 36 COLOURING PENCILS DOILY,-1,2011-11-30 17:39:00,1.25,15676.0,United Kingdom,-1.25,2011-11-30
516372,C579886,22594,CHRISTMAS GINGHAM TREE,-1,2011-11-30 17:39:00,0.85,15676.0,United Kingdom,-0.85,2011-11-30
516373,C579886,21172,PARTY METAL SIGN ,-1,2011-11-30 17:39:00,1.45,15676.0,United Kingdom,-1.45,2011-11-30
516374,C579886,23491,VINTAGE JINGLE BELLS HEART,-1,2011-11-30 17:39:00,8.25,15676.0,United Kingdom,-8.25,2011-11-30
516375,C579886,85088,CANDY SPOT HAND BAG,-2,2011-11-30 17:39:00,2.1,15676.0,United Kingdom,-4.2,2011-11-30
516376,C579886,23460,SWEETHEART WALL TIDY ,-2,2011-11-30 17:39:00,9.95,15676.0,United Kingdom,-19.9,2011-11-30
516377,C579886,23458,DOLLY CABINET 3 DRAWERS ,-2,2011-11-30 17:39:00,14.95,15676.0,United Kingdom,-29.9,2011-11-30
516378,C579886,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,-3,2011-11-30 17:39:00,6.75,15676.0,United Kingdom,-20.25,2011-11-30
516379,C579886,22197,POPCORN HOLDER,-1,2011-11-30 17:39:00,0.85,15676.0,United Kingdom,-0.85,2011-11-30
516380,C579886,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-1,2011-11-30 17:39:00,3.29,15676.0,United Kingdom,-3.29,2011-11-30
516381,C579887,84946,ANTIQUE SILVER T-LIGHT GLASS,-1,2011-11-30 17:42:00,1.25,16717.0,United Kingdom,-1.25,2011-11-30
516382,C579887,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-1,2011-11-30 17:42:00,7.95,16717.0,United Kingdom,-7.95,2011-11-30
516383,C579887,23490,T-LIGHT HOLDER HANGING LOVE BIRD,-3,2011-11-30 17:42:00,3.75,16717.0,United Kingdom,-11.25,2011-11-30
516384,C579889,23245,SET OF 3 REGENCY CAKE TINS,-8,2011-12-01 08:12:00,4.15,13853.0,United Kingdom,-33.2,2011-12-01
516385,C579890,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,-1,2011-12-01 08:14:00,1.25,15197.0,United Kingdom,-1.25,2011-12-01
516386,C579890,23374,RED SPOT PAPER GIFT BAG,-1,2011-12-01 08:14:00,0.82,15197.0,United Kingdom,-0.82,2011-12-01
516387,C579890,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,-2,2011-12-01 08:14:00,0.85,15197.0,United Kingdom,-1.7,2011-12-01
516388,C579891,23485,BOTANICAL GARDENS WALL CLOCK ,-1,2011-12-01 08:18:00,25.0,13644.0,United Kingdom,-25.0,2011-12-01
516389,C579891,23186,FRENCH STYLE STORAGE JAR CAFE ,-6,2011-12-01 08:18:00,0.29,13644.0,United Kingdom,-1.7399999999999998,2011-12-01
516390,C579892,23461,SWEETHEART BIRD HOUSE,-4,2011-12-01 08:23:00,4.15,13310.0,United Kingdom,-16.6,2011-12-01
516391,C579893,37449,CERAMIC CAKE STAND + HANGING CAKES,-2,2011-12-01 08:25:00,9.95,13468.0,United Kingdom,-19.9,2011-12-01
516392,C579894,23012,GLASS APOTHECARY BOTTLE PERFUME,-1,2011-12-01 08:26:00,3.95,13098.0,United Kingdom,-3.95,2011-12-01
516393,C579894,23568,EGG CUP HENRIETTA HEN CREAM ,-1,2011-12-01 08:26:00,1.25,13098.0,United Kingdom,-1.25,2011-12-01
516394,C579894,23319,BOX OF 6 MINI 50'S CRACKERS,-6,2011-12-01 08:26:00,2.08,13098.0,United Kingdom,-12.48,2011-12-01
516395,C579895,23374,RED SPOT PAPER GIFT BAG,-5,2011-12-01 08:27:00,0.82,14329.0,United Kingdom,-4.1,2011-12-01
516396,C579896,23456,MEDIUM PARLOUR PICTURE FRAME ,-2,2011-12-01 08:27:00,4.15,13971.0,United Kingdom,-8.3,2011-12-01
516397,C579897,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,-2,2011-12-01 08:29:00,3.75,17636.0,United Kingdom,-7.5,2011-12-01
516398,C579897,23256,CHILDRENS CUTLERY SPACEBOY ,-1,2011-12-01 08:29:00,4.15,17636.0,United Kingdom,-4.15,2011-12-01
516399,C579897,23203,JUMBO BAG VINTAGE DOILY ,-1,2011-12-01 08:29:00,2.08,17636.0,United Kingdom,-2.08,2011-12-01
516400,C579897,22470,HEART OF WICKER LARGE,-2,2011-12-01 08:29:00,2.95,17636.0,United Kingdom,-5.9,2011-12-01
516401,C579898,22153,ANGEL DECORATION STARS ON DRESS,-1,2011-12-01 08:32:00,0.42,14299.0,United Kingdom,-0.42,2011-12-01
516402,C579898,22969,HOMEMADE JAM SCENTED CANDLES,-1,2011-12-01 08:32:00,1.45,14299.0,United Kingdom,-1.45,2011-12-01
516444,C579902,23169,CLASSIC GLASS COOKIE JAR,-1,2011-12-01 08:39:00,4.15,13365.0,United Kingdom,-4.15,2011-12-01
516445,C579902,23165,LARGE CERAMIC TOP STORAGE JAR,-2,2011-12-01 08:39:00,1.65,13365.0,United Kingdom,-3.3,2011-12-01
516446,C579902,22623,BOX OF VINTAGE JIGSAW BLOCKS ,-3,2011-12-01 08:39:00,5.95,13365.0,United Kingdom,-17.85,2011-12-01
516447,C579902,22666,RECIPE BOX PANTRY YELLOW DESIGN,-3,2011-12-01 08:39:00,2.95,13365.0,United Kingdom,-8.850000000000001,2011-12-01
516448,C579903,85159B,"WHITE TEA,COFFEE,SUGAR JARS",-7,2011-12-01 08:41:00,1.95,18130.0,United Kingdom,-13.65,2011-12-01
516449,C579904,85066,CREAM SWEETHEART MINI CHEST,-2,2011-12-01 08:43:00,12.75,17049.0,United Kingdom,-25.5,2011-12-01
516450,C579904,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,-2,2011-12-01 08:43:00,8.95,17049.0,United Kingdom,-17.9,2011-12-01
516451,C579904,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-2,2011-12-01 08:43:00,6.95,17049.0,United Kingdom,-13.9,2011-12-01
516452,C579905,22197,POPCORN HOLDER,-12,2011-12-01 08:44:00,0.72,13078.0,United Kingdom,-8.64,2011-12-01
516453,C579906,22621,TRADITIONAL KNITTING NANCY,-1,2011-12-01 08:46:00,1.65,17063.0,United Kingdom,-1.65,2011-12-01
516454,C579907,22169,FAMILY ALBUM WHITE PICTURE FRAME,-2,2011-12-01 08:48:00,7.65,nan,EIRE,-15.3,2011-12-01
516455,C579908,D,Discount,-1,2011-12-01 08:49:00,28.68,14527.0,United Kingdom,-28.68,2011-12-01
516485,C579911,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,-1,2011-12-01 08:53:00,1.25,14525.0,United Kingdom,-1.25,2011-12-01
516486,C579911,23085,ANTIQUE SILVER BAUBLE LAMP  ,-1,2011-12-01 08:53:00,10.4,14525.0,United Kingdom,-10.4,2011-12-01
516487,C579912,84949,SILVER HANGING T-LIGHT HOLDER,-11,2011-12-01 08:54:00,1.45,17044.0,United Kingdom,-15.95,2011-12-01
516488,C579913,71477,COLOURED GLASS STAR T-LIGHT HOLDER,-1,2011-12-01 08:55:00,3.95,14626.0,United Kingdom,-3.95,2011-12-01
516489,C579914,22867,HAND WARMER BIRD DESIGN,-4,2011-12-01 08:56:00,2.1,13267.0,United Kingdom,-8.4,2011-12-01
516490,C579914,23032,DRAWER KNOB CRACKLE GLAZE IVORY,-4,2011-12-01 08:56:00,1.65,13267.0,United Kingdom,-6.6,2011-12-01
516491,C579915,22726,ALARM CLOCK BAKELIKE GREEN,-2,2011-12-01 08:56:00,3.75,16570.0,United Kingdom,-7.5,2011-12-01
516496,C579918,23169,CLASSIC GLASS COOKIE JAR,-2,2011-12-01 08:58:00,4.15,13410.0,United Kingdom,-8.3,2011-12-01
516497,C579919,22636,CHILDS BREAKFAST SET CIRCUS PARADE,-1,2011-12-01 09:00:00,8.5,17540.0,United Kingdom,-8.5,2011-12-01
516514,C579923,22505,MEMO BOARD COTTAGE DESIGN,-1,2011-12-01 09:06:00,4.95,17071.0,United Kingdom,-4.95,2011-12-01
516515,C579924,23168,CLASSIC CAFE SUGAR DISPENSER,-3,2011-12-01 09:13:00,1.25,16293.0,United Kingdom,-3.75,2011-12-01
516516,C579925,21240,BLUE POLKADOT CUP,-3,2011-12-01 09:16:00,0.85,15544.0,United Kingdom,-2.55,2011-12-01
516517,C579926,22355,CHARLOTTE BAG SUKI DESIGN,-1,2011-12-01 09:19:00,0.72,14389.0,United Kingdom,-0.72,2011-12-01
516518,C579926,85099C,JUMBO  BAG BAROQUE BLACK WHITE,-1,2011-12-01 09:19:00,2.08,14389.0,United Kingdom,-2.08,2011-12-01
516519,C579926,85099B,JUMBO BAG RED RETROSPOT,-1,2011-12-01 09:19:00,2.08,14389.0,United Kingdom,-2.08,2011-12-01
516520,C579926,23207,LUNCH BAG ALPHABET DESIGN,-2,2011-12-01 09:19:00,1.65,14389.0,United Kingdom,-3.3,2011-12-01
516521,C579926,23204,CHARLOTTE BAG APPLES DESIGN,-2,2011-12-01 09:19:00,0.72,14389.0,United Kingdom,-1.44,2011-12-01
516522,C579926,23199,JUMBO BAG APPLES,-5,2011-12-01 09:19:00,2.08,14389.0,United Kingdom,-10.4,2011-12-01
516523,C579926,23200,JUMBO BAG PEARS,-1,2011-12-01 09:19:00,2.08,14389.0,United Kingdom,-2.08,2011-12-01
516524,C579926,20727,LUNCH BAG  BLACK SKULL.,-2,2011-12-01 09:19:00,1.65,14389.0,United Kingdom,-3.3,2011-12-01
516549,C579928,23485,BOTANICAL GARDENS WALL CLOCK ,-1,2011-12-01 09:29:00,25.0,14121.0,United Kingdom,-25.0,2011-12-01
516550,C579929,22768,FAMILY PHOTO FRAME CORNICE,-2,2011-12-01 09:34:00,9.95,17828.0,Malta,-19.9,2011-12-01
516551,C579929,85034C,3 ROSE MORRIS BOXED CANDLES,-1,2011-12-01 09:34:00,1.25,17828.0,Malta,-1.25,2011-12-01
516552,C579929,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,-1,2011-12-01 09:34:00,4.25,17828.0,Malta,-4.25,2011-12-01
516553,C579929,22307,GOLD MUG BONE CHINA TREE OF LIFE,-1,2011-12-01 09:34:00,1.06,17828.0,Malta,-1.06,2011-12-01
516554,C579929,72741,GRAND CHOCOLATECANDLE,-3,2011-12-01 09:34:00,1.45,17828.0,Malta,-4.35,2011-12-01
516555,C579930,23251,VINTAGE RED ENAMEL TRIM MUG ,-1,2011-12-01 09:36:00,1.25,15563.0,United Kingdom,-1.25,2011-12-01
516556,C579930,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-2,2011-12-01 09:36:00,4.95,15563.0,United Kingdom,-9.9,2011-12-01
516557,C579931,23207,LUNCH BAG ALPHABET DESIGN,-10,2011-12-01 09:39:00,1.65,13115.0,United Kingdom,-16.5,2011-12-01
516558,C579932,22768,FAMILY PHOTO FRAME CORNICE,-1,2011-12-01 09:42:00,9.95,14950.0,United Kingdom,-9.95,2011-12-01
516559,C579933,22423,REGENCY CAKESTAND 3 TIER,-1,2011-12-01 09:44:00,12.75,14853.0,United Kingdom,-12.75,2011-12-01
516560,C579934,21422,PORCELAIN ROSE SMALL,-2,2011-12-01 09:44:00,0.85,14860.0,United Kingdom,-1.7,2011-12-01
