,,TotalAmount,TotalAmount,TotalAmount,Date,Date
17017.0,United Kingdom,8694.26,144.5,937.46,2010-12-02,2011-12-07
17018.0,United Kingdom,920.1,405.0,515.1,2011-01-18,2011-10-30
17019.0,United Kingdom,1272.61,271.09,366.02,2010-12-06,2011-11-28
17022.0,United Kingdom,71.0,71.0,71.0,2011-11-08,2011-11-08
17024.0,United Kingdom,95.85,25.0,39.6,2011-07-05,2011-10-25
17025.0,United Kingdom,357.77,160.97,196.8,2010-12-01,2011-10-10
17026.0,United Kingdom,154.83,33.15,121.68,2010-12-05,2011-06-07
17027.0,United Kingdom,890.29,13.2,239.13,2011-01-26,2011-09-22
17029.0,United Kingdom,716.0,358.0,358.0,2011-04-17,2011-08-21
17030.0,United Kingdom,146.87,146.87,146.87,2011-10-07,2011-10-07
17031.0,United Kingdom,380.35,154.4,225.95,2011-07-08,2011-11-28
17033.0,United Kingdom,1030.1399999999999,300.29999999999995,422.04,2010-12-15,2011-09-14
17034.0,United Kingdom,745.52,141.79999999999998,380.64,2011-02-25,2011-11-23
17035.0,United Kingdom,433.53,174.02,259.51,2011-02-01,2011-04-08
17037.0,United Kingdom,1267.32,1267.32,1267.32,2011-09-13,2011-09-13
17038.0,United Kingdom,112.4,112.4,112.4,2011-11-09,2011-11-09
17040.0,United Kingdom,449.73,449.73,449.73,2011-07-25,2011-07-25
17041.0,United Kingdom,1081.57,304.5,446.39,2010-12-14,2011-11-13
17042.0,United Kingdom,1044.3799999999999,121.56,273.21,2011-04-06,2011-12-07
17043.0,United Kingdom,1735.18,150.37,768.85,2011-03-18,2011-11-07
17044.0,United Kingdom,948.48,948.48,948.48,2011-11-14,2011-11-14
17045.0,United Kingdom,339.44,39.95,191.09,2011-04-06,2011-08-18
17046.0,United Kingdom,642.02,642.02,642.02,2011-07-05,2011-07-05
17047.0,United Kingdom,1100.9,351.47,749.4300000000001,2011-05-18,2011-09-15
17048.0,United Kingdom,925.35,164.95000000000002,501.99,2011-01-12,2011-08-14
17049.0,United Kingdom,5659.9800000000005,330.28,1283.96,2011-03-09,2011-12-07
17050.0,United Kingdom,3228.84,131.4,841.37,2011-02-13,2011-09-04
17051.0,United Kingdom,247.14,247.14,247.14,2011-05-29,2011-05-29
17052.0,United Kingdom,413.75,413.75,413.75,2011-11-11,2011-11-11
17053.0,United Kingdom,498.48,498.48,498.48,2011-08-01,2011-08-01
17054.0,United Kingdom,1356.33,149.01,314.07,2011-04-08,2011-11-11
17058.0,United Kingdom,1179.89,236.94,582.72,2011-04-14,2011-09-19
17059.0,United Kingdom,3095.04,329.01,844.94,2010-12-05,2011-11-10
17060.0,United Kingdom,234.24,234.24,234.24,2011-03-18,2011-03-18
17061.0,United Kingdom,5232.2300000000005,60.66,1938.75,2011-04-21,2011-09-27
17062.0,United Kingdom,538.37,102.64,179.64,2010-12-05,2011-01-30
17063.0,United Kingdom,1461.14,319.37,423.1,2011-02-23,2011-11-18
17064.0,United Kingdom,859.3500000000001,147.85,398.05,2011-01-16,2011-10-12
17068.0,United Kingdom,4552.14,16.5,453.7,2010-12-06,2011-11-27
17069.0,United Kingdom,2709.7,13.500000000000002,650.79,2010-12-01,2011-11-11
17070.0,United Kingdom,312.14,312.14,312.14,2011-08-17,2011-08-17
17071.0,United Kingdom,2429.03,204.78,432.16,2011-02-03,2011-11-11
17073.0,United Kingdom,1446.09,279.37,453.79,2011-08-22,2011-11-22
17075.0,United Kingdom,834.12,133.47,373.74,2011-01-26,2011-11-22
17076.0,United Kingdom,841.0799999999999,151.5,506.88,2010-12-10,2011-11-03
17078.0,United Kingdom,378.2,378.2,378.2,2011-11-03,2011-11-03
17079.0,United Kingdom,118.8,118.8,118.8,2011-09-22,2011-09-22
17080.0,United Kingdom,287.62,76.32000000000001,211.3,2011-03-15,2011-11-17
17081.0,United Kingdom,290.15999999999997,111.9,178.26,2011-10-24,2011-11-14
17082.0,United Kingdom,2003.8500000000001,636.94,1366.91,2011-01-25,2011-11-06
17083.0,United Kingdom,1405.78,304.66,691.36,2011-02-09,2011-08-22
17084.0,United Kingdom,2949.75,2949.75,2949.75,2011-11-04,2011-11-04
17085.0,United Kingdom,1566.65,233.96,452.99,2010-12-12,2011-08-08
17086.0,United Kingdom,2050.08,229.41,459.86,2011-10-07,2011-12-02
17088.0,United Kingdom,1991.01,239.28,1015.83,2011-03-31,2011-11-11
17090.0,United Kingdom,2043.95,61.2,705.74,2010-12-20,2011-12-05
17091.0,United Kingdom,3827.76,293.45000000000005,697.59,2010-12-07,2011-12-07
17092.0,United Kingdom,1777.78,134.9,788.11,2011-03-07,2011-10-20
17094.0,United Kingdom,302.0,302.0,302.0,2011-01-21,2011-01-21
17095.0,United Kingdom,1324.1599999999999,230.81,780.1999999999999,2011-01-09,2011-11-17
17096.0,United Kingdom,1022.13,133.49,314.58,2011-03-23,2011-11-24
17097.0,Spain,954.42,13.25,200.24,2010-12-09,2011-12-07
17100.0,United Kingdom,971.74,971.74,971.74,2011-11-21,2011-11-21
17101.0,United Kingdom,1621.73,230.58,669.1500000000001,2011-06-14,2011-11-29
17102.0,United Kingdom,25.5,25.5,25.5,2011-03-23,2011-03-23
17105.0,United Kingdom,665.78,319.4,346.38,2011-02-06,2011-07-03
17107.0,United Kingdom,10815.43,1695.21,2423.6,2011-03-06,2011-11-06
17109.0,United Kingdom,885.04,108.86,464.59,2011-04-21,2011-11-10
17110.0,United Kingdom,163.29999999999998,163.29999999999998,163.29999999999998,2011-06-27,2011-06-27
17111.0,United Kingdom,248.61,248.61,248.61,2011-10-23,2011-10-23
17114.0,United Kingdom,808.62,45.5,142.24,2011-01-09,2011-12-04
17115.0,United Kingdom,837.5,224.68,310.02,2011-04-20,2011-12-01
17117.0,United Kingdom,116.2,116.2,116.2,2011-02-24,2011-02-24
17118.0,United Kingdom,157.02,157.02,157.02,2011-01-26,2011-01-26
17119.0,United Kingdom,606.91,59.66,547.25,2011-10-11,2011-12-06
17120.0,United Kingdom,307.46,307.46,307.46,2011-04-20,2011-04-20
17122.0,United Kingdom,138.32,138.32,138.32,2011-08-12,2011-08-12
17123.0,United Kingdom,345.29999999999995,345.29999999999995,345.29999999999995,2011-07-01,2011-07-01
17124.0,United Kingdom,298.89,298.89,298.89,2011-06-07,2011-06-07
17125.0,United Kingdom,259.35,259.35,259.35,2011-10-20,2011-10-20
17126.0,United Kingdom,1004.75,212.6,489.48,2010-12-12,2011-07-10
17128.0,United Kingdom,157.09,157.09,157.09,2011-01-09,2011-01-09
17131.0,United Kingdom,2463.17,113.4,1067.33,2011-09-25,2011-12-04
17133.0,United Kingdom,4892.24,354.95000000000005,1658.9,2011-03-18,2011-11-24
17134.0,United Kingdom,425.0,94.5,330.5,2011-03-20,2011-08-25
17135.0,United Kingdom,1139.73,184.42,284.97,2010-12-03,2011-11-23
17138.0,United Kingdom,380.5,380.5,380.5,2011-03-09,2011-03-09
17139.0,United Kingdom,10668.47,468.52,2639.38,2011-02-24,2011-11-24
17140.0,United Kingdom,465.32,465.32,465.32,2011-04-06,2011-04-06
17142.0,United Kingdom,579.0,579.0,579.0,2011-04-14,2011-04-14
17144.0,United Kingdom,984.5699999999999,388.68,595.89,2011-09-16,2011-12-08
17146.0,United Kingdom,749.78,185.9,298.25,2010-12-16,2011-08-26
17147.0,United Kingdom,1714.5900000000001,365.29,563.61,2011-02-01,2011-11-17
17148.0,United Kingdom,124.88,124.88,124.88,2011-10-19,2011-10-19
17152.0,United Kingdom,1689.5,315.90000000000003,1373.6,2011-03-21,2011-05-29
17153.0,United Kingdom,213.78,213.78,213.78,2011-11-15,2011-11-15
17154.0,United Kingdom,329.34,329.34,329.34,2011-09-25,2011-09-25
17155.0,United Kingdom,251.70000000000002,108.4,143.3,2011-06-15,2011-11-22
17157.0,United Kingdom,319.0,157.54000000000002,161.46,2011-06-16,2011-12-02
17158.0,United Kingdom,1266.97,284.76,568.42,2010-12-14,2011-11-07
17159.0,United Kingdom,1538.88,398.22,612.21,2011-06-21,2011-11-18
17160.0,United Kingdom,3518.03,471.22,758.0500000000001,2011-04-12,2011-11-08
17162.0,United Kingdom,1715.46,183.15,424.41,2011-02-07,2011-11-11
17163.0,United Kingdom,293.1,123.1,170.0,2011-09-22,2011-11-18
17164.0,United Kingdom,2467.35,316.09,745.84,2011-03-11,2011-11-07
17165.0,United Kingdom,158.68,158.68,158.68,2011-02-28,2011-02-28
17166.0,United Kingdom,206.34,78.75,127.59,2011-05-20,2011-11-01
17169.0,United Kingdom,835.78,308.68,527.1,2011-06-09,2011-10-13
17171.0,United Kingdom,224.91,224.91,224.91,2011-02-23,2011-02-23
17172.0,United Kingdom,317.76,317.76,317.76,2011-09-22,2011-09-22
17173.0,United Kingdom,3766.6,281.1,963.18,2011-07-31,2011-12-04
17174.0,United Kingdom,59.9,59.9,59.9,2011-05-06,2011-05-06
17175.0,United Kingdom,1443.69,302.62,519.08,2011-02-16,2011-10-26
17176.0,United Kingdom,306.13,306.13,306.13,2011-05-22,2011-05-22
17179.0,United Kingdom,711.79,223.48,245.31,2010-12-13,2011-06-14
17180.0,United Kingdom,796.03,231.17,317.32,2011-01-27,2011-10-14
17181.0,United Kingdom,239.92000000000002,84.39999999999999,155.52,2010-12-01,2011-10-13
17183.0,United Kingdom,3347.3100000000004,329.67,739.37,2011-08-26,2011-12-02
17186.0,United Kingdom,144.0,72.0,72.0,2011-10-10,2011-10-24
17187.0,United Kingdom,203.95,203.95,203.95,2011-04-27,2011-04-27
17188.0,United Kingdom,2474.23,309.12,522.08,2010-12-12,2011-11-28
17189.0,United Kingdom,384.4,157.18,227.22,2010-12-15,2011-08-25
17190.0,United Kingdom,444.74,195.0,249.74,2011-05-16,2011-10-12
17191.0,United Kingdom,2095.13,310.77,532.17,2010-12-06,2011-11-11
17193.0,United Kingdom,1699.3000000000002,16.54,760.74,2011-06-16,2011-11-04
17194.0,United Kingdom,262.62,10.0,252.62,2010-12-14,2011-03-11
17197.0,United Kingdom,1013.01,1013.01,1013.01,2011-11-10,2011-11-10
17198.0,United Kingdom,692.22,170.56,272.01,2010-12-03,2011-11-16
17201.0,United Kingdom,342.63,342.63,342.63,2011-10-17,2011-10-17
17203.0,United Kingdom,3563.8500000000004,998.96,1300.92,2011-10-10,2011-11-04
17204.0,United Kingdom,1564.56,314.4,788.9100000000001,2011-03-21,2011-06-17
17205.0,United Kingdom,384.08,384.08,384.08,2011-10-17,2011-10-17
17206.0,United Kingdom,204.24,204.24,204.24,2011-10-17,2011-10-17
17211.0,United Kingdom,2317.2200000000003,128.41,433.0,2010-12-05,2011-11-13
17212.0,United Kingdom,226.85,226.85,226.85,2011-03-31,2011-03-31
17213.0,United Kingdom,2781.23,302.95,1001.22,2010-12-08,2011-10-30
17214.0,United Kingdom,1069.12,132.5,250.45,2010-12-15,2011-10-10
17217.0,United Kingdom,113.5,113.5,113.5,2011-04-19,2011-04-19
17218.0,United Kingdom,1960.72,99.5,292.54,2010-12-06,2011-12-05
17219.0,United Kingdom,114.23,114.23,114.23,2011-11-08,2011-11-08
17220.0,United Kingdom,3198.25,122.58,417.75,2010-12-10,2011-11-15
17221.0,United Kingdom,335.13,132.28,202.85,2011-11-03,2011-12-02
17222.0,United Kingdom,354.15,354.15,354.15,2011-10-05,2011-10-05
17223.0,United Kingdom,426.79,133.95,292.84000000000003,2010-12-06,2011-02-02
17226.0,United Kingdom,393.49,393.49,393.49,2011-02-04,2011-02-04
17227.0,United Kingdom,939.3199999999999,107.11,223.9,2010-12-06,2011-11-21
17228.0,United Kingdom,1906.0900000000001,123.43,432.26,2010-12-02,2011-11-24
17229.0,United Kingdom,318.76,157.71,161.05,2011-07-20,2011-09-04
17230.0,United Kingdom,3638.41,203.4,1761.26,2010-12-15,2011-03-20
17231.0,United Kingdom,3174.3199999999997,166.68,464.77,2010-12-13,2011-11-27
17232.0,United Kingdom,421.52,208.04,213.48,2011-11-25,2011-12-07
17233.0,United Kingdom,190.88,190.88,190.88,2011-11-04,2011-11-04
17234.0,United Kingdom,149.89,149.89,149.89,2011-06-10,2011-06-10
17235.0,United Kingdom,550.06,208.16,341.9,2010-12-02,2011-11-14
17236.0,United Kingdom,916.13,118.45,218.4,2010-12-12,2011-11-27
17237.0,United Kingdom,314.69,71.09,243.6,2011-11-17,2011-11-28
17238.0,United Kingdom,3744.65,103.83,501.8,2010-12-03,2011-12-07
17239.0,United Kingdom,382.5,382.5,382.5,2011-01-31,2011-01-31
17242.0,United Kingdom,1135.04,425.6,709.44,2011-06-12,2011-08-23
17243.0,United Kingdom,8676.85,142.5,616.8,2010-12-05,2011-12-08
17244.0,United Kingdom,954.9,954.9,954.9,2011-10-17,2011-10-17
17245.0,United Kingdom,171.45,171.45,171.45,2011-05-19,2011-05-19
17247.0,United Kingdom,282.19,282.19,282.19,2011-11-24,2011-11-24
17248.0,United Kingdom,318.65,318.65,318.65,2011-08-11,2011-08-11
17250.0,United Kingdom,384.52,162.65,221.87,2011-03-23,2011-12-06
17251.0,United Kingdom,283.28000000000003,283.28000000000003,283.28000000000003,2010-12-12,2010-12-12
17252.0,United Kingdom,353.85999999999996,11.9,341.96,2011-06-06,2011-08-15
17253.0,United Kingdom,178.26,178.26,178.26,2011-11-21,2011-11-21
17254.0,United Kingdom,272.44,102.13,170.31,2011-11-24,2011-12-05
17255.0,United Kingdom,298.40999999999997,112.46,185.95,2011-02-13,2011-10-30
17256.0,United Kingdom,240.0,112.1,127.9,2011-01-31,2011-08-24
17259.0,United Kingdom,603.37,221.73,381.64,2010-12-06,2011-07-14
17262.0,United Kingdom,1253.3600000000001,102.0,584.5,2010-12-08,2011-10-18
17263.0,United Kingdom,63.440000000000005,63.440000000000005,63.440000000000005,2011-05-15,2011-05-15
17265.0,United Kingdom,562.9,178.81,384.09,2011-06-12,2011-07-24
17266.0,United Kingdom,310.64,21.41,176.17,2011-07-15,2011-12-07
17267.0,United Kingdom,317.62,317.62,317.62,2011-08-04,2011-08-04
17268.0,United Kingdom,763.6400000000001,35.0,452.16,2011-04-08,2011-08-24
17272.0,United Kingdom,2148.63,40.8,751.76,2011-03-22,2011-10-28
17274.0,United Kingdom,111.98,111.98,111.98,2011-11-04,2011-11-04
17277.0,United Kingdom,1065.35,348.33000000000004,717.02,2011-01-21,2011-04-26
17278.0,United Kingdom,246.04,246.04,246.04,2011-04-12,2011-04-12
17279.0,United Kingdom,187.83,187.83,187.83,2011-10-13,2011-10-13
17282.0,United Kingdom,1703.41,274.56,741.85,2011-02-13,2011-08-01
17284.0,United Kingdom,1652.58,108.53,716.11,2011-01-07,2011-10-10
17286.0,United Kingdom,153.92,153.92,153.92,2011-11-18,2011-11-18
17287.0,United Kingdom,1064.11,108.78,202.07,2010-12-02,2011-11-13
17288.0,United Kingdom,1419.73,53.400000000000006,555.99,2010-12-16,2011-11-30
17289.0,United Kingdom,944.4100000000001,167.36,438.17,2011-06-12,2011-11-08
17290.0,United Kingdom,525.24,172.21,353.03,2011-11-23,2011-12-06
17291.0,United Kingdom,550.8000000000001,550.8000000000001,550.8000000000001,2011-02-04,2011-02-04
17293.0,United Kingdom,1875.1100000000001,123.21,346.14,2010-12-13,2011-12-01
17295.0,United Kingdom,556.95,277.59,279.36,2011-10-06,2011-11-11
17297.0,United Kingdom,131.78,131.78,131.78,2011-11-22,2011-11-22
17298.0,United Kingdom,498.41999999999996,107.64,390.78,2011-08-07,2011-08-30
17299.0,United Kingdom,669.11,91.06,309.86,2011-06-19,2011-11-28
17301.0,United Kingdom,197.63,197.63,197.63,2011-11-18,2011-11-18
17302.0,United Kingdom,1135.63,120.27,358.49,2011-02-07,2011-11-25
17303.0,United Kingdom,250.04,250.04,250.04,2010-12-13,2010-12-13
17306.0,United Kingdom,8631.310000000001,152.64,1278.98,2010-12-21,2011-11-29
17309.0,United Kingdom,82.75,82.75,82.75,2011-09-05,2011-09-05
17311.0,United Kingdom,1384.85,556.46,828.39,2011-01-27,2011-09-22
17312.0,United Kingdom,644.3,145.8,253.7,2011-07-03,2011-07-24
17313.0,United Kingdom,2328.84,2328.84,2328.84,2011-11-08,2011-11-08
17314.0,United Kingdom,2527.92,34.65,670.63,2011-01-31,2011-11-15
17315.0,United Kingdom,6292.26,15.0,420.75,2010-12-17,2011-12-08
17317.0,United Kingdom,2600.34,38.16,2027.94,2011-09-11,2011-10-24
17320.0,United Kingdom,1200.62,290.52,459.18,2010-12-06,2011-08-31
17321.0,United Kingdom,700.86,41.25,659.61,2011-10-03,2011-12-01
17323.0,United Kingdom,921.07,4.949999999999999,220.05,2011-02-20,2011-11-24
17324.0,United Kingdom,990.2299999999999,40.64,575.18,2010-12-08,2011-11-22
17325.0,United Kingdom,96.8,96.8,96.8,2011-03-04,2011-03-04
17329.0,United Kingdom,523.11,243.36,279.75,2011-01-28,2011-11-25
17330.0,United Kingdom,363.9,99.0,264.9,2011-10-03,2011-11-17
17331.0,United Kingdom,175.2,175.2,175.2,2011-08-08,2011-08-08
17333.0,United Kingdom,494.25,494.25,494.25,2011-09-15,2011-09-15
17334.0,United Kingdom,307.02,10.5,296.52,2011-02-04,2011-02-10
17337.0,United Kingdom,2027.8700000000001,32.95,1026.72,2011-02-02,2011-07-11
17338.0,United Kingdom,6643.93,300.05,1436.91,2010-12-13,2011-11-22
17339.0,United Kingdom,243.36,60.0,183.36,2010-12-09,2011-09-06
17340.0,United Kingdom,12353.29,595.72,3893.79,2010-12-08,2011-11-10
17341.0,United Kingdom,781.36,267.76,513.6,2010-12-08,2011-07-06
17343.0,United Kingdom,193.64,193.64,193.64,2010-12-19,2010-12-19
17344.0,United Kingdom,160.57,160.57,160.57,2011-10-24,2011-10-24
17345.0,United Kingdom,537.74,128.33,253.61,2011-05-27,2011-11-24
17346.0,United Kingdom,2676.56,101.23,476.51,2010-12-01,2011-12-06
17347.0,United Kingdom,228.96,228.96,228.96,2011-09-14,2011-09-14
17348.0,United Kingdom,1159.52,111.57,500.46,2011-02-15,2011-11-25
17349.0,United Kingdom,110.75,110.75,110.75,2011-06-13,2011-06-13
17350.0,United Kingdom,1286.0700000000002,156.24,734.85,2011-10-19,2011-12-01
17351.0,United Kingdom,587.15,159.85,228.7,2011-03-11,2011-11-03
17353.0,United Kingdom,1740.0,870.0,870.0,2011-07-08,2011-08-02
17354.0,United Kingdom,1393.06,1393.06,1393.06,2011-10-20,2011-10-20
17356.0,United Kingdom,178.22,178.22,178.22,2011-02-01,2011-02-01
17357.0,United Kingdom,388.14,388.14,388.14,2011-11-15,2011-11-15
17358.0,United Kingdom,365.85,119.15,246.7,2010-12-19,2011-02-09
17359.0,United Kingdom,127.86,127.86,127.86,2011-11-28,2011-11-28
17360.0,United Kingdom,585.79,254.84,330.95,2011-06-08,2011-11-22
17361.0,United Kingdom,488.2,45.0,224.28,2011-02-21,2011-10-21
17362.0,United Kingdom,312.23,150.0,162.23000000000002,2011-02-03,2011-04-14
17364.0,United Kingdom,4481.18,247.45,904.6,2011-01-12,2011-12-09
17365.0,United Kingdom,4801.56,426.37,1126.47,2011-01-11,2011-11-27
17367.0,United Kingdom,168.4,168.4,168.4,2011-04-15,2011-04-15
17368.0,United Kingdom,1912.6699999999998,20.8,563.15,2011-01-06,2011-11-16
17370.0,United Kingdom,446.18,108.0,117.36,2011-06-23,2011-09-28
17371.0,United Kingdom,423.89,97.63,326.26,2010-12-13,2011-11-22
17372.0,United Kingdom,1342.68,124.94,212.12,2010-12-12,2011-10-30
17373.0,United Kingdom,646.9200000000001,142.05,213.4,2011-01-31,2011-10-30
17374.0,United Kingdom,495.77,191.95,303.82,2011-03-03,2011-05-05
17375.0,United Kingdom,400.09999999999997,109.71,176.66,2010-12-13,2011-05-24
17376.0,United Kingdom,203.2,97.35,105.85,2011-02-01,2011-09-30
17377.0,United Kingdom,4100.92,106.95,364.4,2010-12-01,2011-11-16
17379.0,United Kingdom,404.66,404.66,404.66,2011-11-28,2011-11-28
17381.0,United Kingdom,20275.61,57.6,2567.6400000000003,2010-12-02,2011-12-01
17382.0,United Kingdom,65.4,65.4,65.4,2011-10-05,2011-10-05
17383.0,United Kingdom,199.29,199.29,199.29,2011-12-05,2011-12-05
17384.0,United Kingdom,336.4,108.75,227.65,2011-05-04,2011-11-20
17385.0,United Kingdom,261.11,261.11,261.11,2011-11-25,2011-11-25
17386.0,United Kingdom,2686.42,155.94000000000003,989.08,2011-06-27,2011-12-02
17387.0,United Kingdom,784.11,346.44,437.67,2011-11-06,2011-11-20
17388.0,United Kingdom,1259.56,189.83,381.6,2011-02-25,2011-09-23
17389.0,United Kingdom,31833.68,52.5,7427.32,2011-01-12,2011-12-09
17391.0,United Kingdom,508.8,101.76,407.04,2011-06-28,2011-06-29
17392.0,United Kingdom,457.91,145.5,312.41,2010-12-16,2011-02-06
17394.0,United Kingdom,203.87,203.87,203.87,2011-05-04,2011-05-04
17396.0,United Kingdom,7330.8,397.5,4404.3,2010-12-03,2011-10-31
17397.0,United Kingdom,696.41,696.41,696.41,2011-11-17,2011-11-17
17398.0,United Kingdom,653.38,124.93,305.68,2011-03-29,2011-08-17
17400.0,United Kingdom,2129.96,11.8,817.44,2010-12-21,2011-08-05
17402.0,United Kingdom,2633.85,35.0,459.97,2010-12-05,2011-12-05
17403.0,United Kingdom,281.62,281.62,281.62,2011-11-03,2011-11-03
17404.0,Sweden,31906.82,15.0,5296.96,2010-12-14,2011-12-05
17405.0,United Kingdom,1031.41,148.4,489.7000000000001,2011-07-12,2011-12-08
17406.0,United Kingdom,2200.42,702.1,1498.32,2010-12-08,2011-01-10
17408.0,United Kingdom,32.65,32.65,32.65,2011-06-29,2011-06-29
17409.0,United Kingdom,771.85,260.55,511.3,2011-04-05,2011-06-08
17410.0,United Kingdom,1214.72,109.68,449.15,2011-05-08,2011-11-23
17411.0,United Kingdom,778.94,209.5,285.58,2011-03-23,2011-11-27
17412.0,United Kingdom,1258.06,120.7,250.46,2010-12-02,2011-12-07
17414.0,United Kingdom,778.0,180.0,598.0,2011-06-08,2011-10-27
17415.0,United Kingdom,507.84,507.84,507.84,2011-09-21,2011-09-21
17416.0,United Kingdom,6893.42,327.6,2114.71,2011-03-03,2011-11-10
17418.0,United Kingdom,463.46,167.39,296.07,2011-01-20,2011-10-28
17419.0,United Kingdom,4226.57,304.94,614.2,2010-12-07,2011-11-28
17420.0,United Kingdom,598.83,130.85,260.66,2010-12-01,2011-10-20
17422.0,United Kingdom,1979.37,280.4,402.79,2011-02-16,2011-11-23
17423.0,United Kingdom,698.4100000000001,248.99,449.42,2011-05-06,2011-10-24
17425.0,United Kingdom,759.1700000000001,70.2,688.97,2011-10-10,2011-11-20
17426.0,United Kingdom,5037.26,756.6700000000001,2085.35,2011-03-02,2011-12-01
17427.0,United Kingdom,100.8,100.8,100.8,2011-09-29,2011-09-29
17428.0,United Kingdom,17256.85,311.18,4090.28,2010-12-06,2011-12-09
17429.0,United Kingdom,524.9200000000001,148.78,189.28,2011-05-05,2011-08-03
17430.0,United Kingdom,265.76,112.6,153.16,2010-12-09,2011-11-07
17431.0,United Kingdom,403.3,403.3,403.3,2011-01-30,2011-01-30
17432.0,United Kingdom,365.76,175.89,189.87,2011-11-02,2011-11-21
17433.0,United Kingdom,303.16,303.16,303.16,2011-09-12,2011-09-12
17434.0,United Kingdom,2373.82,226.17,499.56,2011-09-15,2011-12-07
17436.0,United Kingdom,216.3,93.9,122.4,2011-04-27,2011-12-08
17438.0,United Kingdom,388.4500000000001,388.4500000000001,388.4500000000001,2011-03-31,2011-03-31
17440.0,United Kingdom,186.42000000000002,61.8,124.62,2011-04-06,2011-07-06
17442.0,United Kingdom,2248.56,254.18,521.44,2011-02-22,2011-11-03
17443.0,Canada,534.24,534.24,534.24,2011-05-04,2011-05-04
17444.0,Canada,2940.04,550.94,1217.64,2011-06-20,2011-07-15
17446.0,United Kingdom,120.9,52.8,68.10000000000001,2011-02-02,2011-06-16
17447.0,United Kingdom,541.53,169.05,372.48,2011-09-29,2011-10-30
17449.0,United Kingdom,2520.86,174.86,684.26,2010-12-15,2011-12-07
17450.0,United Kingdom,194550.79,34.56,71601.44,2010-12-07,2011-12-01
17451.0,United Kingdom,1721.4,214.97,489.27,2011-08-26,2011-12-08
17453.0,United Kingdom,486.7199999999999,144.72,341.99999999999994,2011-10-06,2011-11-22
17454.0,United Kingdom,517.53,104.0,165.85,2010-12-15,2011-05-31
17455.0,United Kingdom,131.7,131.7,131.7,2011-05-20,2011-05-20
17456.0,United Kingdom,249.86,249.86,249.86,2010-12-09,2010-12-09
17457.0,United Kingdom,1737.7,313.38,385.8,2011-01-04,2011-08-05
17458.0,United Kingdom,316.5,316.5,316.5,2011-11-24,2011-11-24
17459.0,United Kingdom,657.3,300.39,356.91,2011-10-10,2011-10-27
17460.0,United Kingdom,622.4300000000001,19.9,159.85000000000002,2010-12-01,2011-09-06
17461.0,United Kingdom,757.46,374.9,382.56,2011-11-10,2011-11-17
17462.0,United Kingdom,675.69,212.28,463.41,2011-02-28,2011-10-10
17463.0,United Kingdom,1896.4099999999999,198.31,709.51,2011-01-30,2011-11-23
17464.0,United Kingdom,289.96000000000004,289.96000000000004,289.96000000000004,2011-07-04,2011-07-04
17466.0,United Kingdom,763.28,302.87,460.41,2011-09-22,2011-11-29
17468.0,United Kingdom,137.0,30.0,107.0,2011-11-25,2011-11-29
17469.0,United Kingdom,1870.97,304.2,441.8,2011-05-19,2011-11-23
17470.0,United Kingdom,1125.07,140.57999999999998,308.6,2010-12-07,2011-10-26
17472.0,United Kingdom,710.29,198.51,259.27,2011-02-13,2011-06-01
17475.0,United Kingdom,194.37,194.37,194.37,2011-09-21,2011-09-21
17480.0,United Kingdom,511.82,511.82,511.82,2011-09-23,2011-09-23
17481.0,United Kingdom,1255.59,172.4,417.56,2011-09-07,2011-12-06
17483.0,United Kingdom,414.04,119.64,155.10000000000002,2011-06-09,2011-10-05
17486.0,United Kingdom,396.87,396.87,396.87,2011-03-23,2011-03-23
17489.0,United Kingdom,376.64,168.07999999999998,208.56,2011-05-11,2011-10-12
17490.0,United Kingdom,2092.32,40.4,730.7,2011-06-16,2011-12-09
17491.0,United Kingdom,3558.87,135.0,556.9399999999999,2010-12-07,2011-12-08
17492.0,United Kingdom,374.57,374.57,374.57,2011-04-05,2011-04-05
17495.0,United Kingdom,497.56000000000006,154.97,342.59000000000003,2011-11-01,2011-12-02
17496.0,United Kingdom,271.05,271.05,271.05,2010-12-16,2010-12-16
17498.0,United Kingdom,272.22,272.22,272.22,2011-09-25,2011-09-25
17499.0,United Kingdom,622.88,622.88,622.88,2011-02-23,2011-02-23
17500.0,United Kingdom,1138.0,288.0,510.0,2011-11-10,2011-11-22
17501.0,United Kingdom,288.6,288.6,288.6,2011-05-03,2011-05-03
17502.0,United Kingdom,689.1,30.0,300.5,2011-11-10,2011-11-30
17503.0,United Kingdom,558.96,218.53,340.43,2011-11-01,2011-12-07
17504.0,United Kingdom,2997.0299999999997,251.75,859.01,2011-01-21,2011-05-17
17505.0,United Kingdom,1145.8400000000001,486.99,658.85,2011-05-18,2011-07-01
17506.0,United Kingdom,302.2,302.2,302.2,2011-09-25,2011-09-25
17507.0,United Kingdom,605.5799999999999,265.02,340.56,2011-02-03,2011-03-23
17508.0,Greece,387.31,387.31,387.31,2011-03-04,2011-03-04
17509.0,United Kingdom,6115.139999999999,898.14,4318.86,2011-10-07,2011-10-13
17510.0,United Kingdom,308.48,308.48,308.48,2011-11-15,2011-11-15
17511.0,United Kingdom,91062.38,31.0,9565.54,2010-12-01,2011-12-07
17512.0,United Kingdom,2924.99,77.5,581.41,2011-02-11,2011-11-11
17513.0,United Kingdom,513.2,513.2,513.2,2011-09-28,2011-09-28
17514.0,United Kingdom,208.65,208.65,208.65,2011-08-03,2011-08-03
