index,LocationName,ISO,country,region,world_region,MPI,geo,lat,lon
1353,,,,,,,"(1000.0, 1000.0)",,
1354,,,,,,,"(1000.0, 1000.0)",,
1355,,,,,,,"(1000.0, 1000.0)",,
1356,,,,,,,"(1000.0, 1000.0)",,
1357,,,,,,,"(1000.0, 1000.0)",,
1358,,,,,,,"(1000.0, 1000.0)",,
1359,,,,,,,"(1000.0, 1000.0)",,
1360,,,,,,,"(1000.0, 1000.0)",,
1361,,,,,,,"(1000.0, 1000.0)",,
1362,,,,,,,"(1000.0, 1000.0)",,
1363,,,,,,,"(1000.0, 1000.0)",,
1364,,,,,,,"(1000.0, 1000.0)",,
1365,,,,,,,"(1000.0, 1000.0)",,
1366,,,,,,,"(1000.0, 1000.0)",,
1367,,,,,,,"(1000.0, 1000.0)",,
1368,,,,,,,"(1000.0, 1000.0)",,
1369,,,,,,,"(1000.0, 1000.0)",,
1370,,,,,,,"(1000.0, 1000.0)",,
1371,,,,,,,"(1000.0, 1000.0)",,
1372,,,,,,,"(1000.0, 1000.0)",,
1373,,,,,,,"(1000.0, 1000.0)",,
1374,,,,,,,"(1000.0, 1000.0)",,
1375,,,,,,,"(1000.0, 1000.0)",,
1376,,,,,,,"(1000.0, 1000.0)",,
1377,,,,,,,"(1000.0, 1000.0)",,
1378,,,,,,,"(1000.0, 1000.0)",,
1379,,,,,,,"(1000.0, 1000.0)",,
1380,,,,,,,"(1000.0, 1000.0)",,
1381,,,,,,,"(1000.0, 1000.0)",,
1382,,,,,,,"(1000.0, 1000.0)",,
1383,,,,,,,"(1000.0, 1000.0)",,
1384,,,,,,,"(1000.0, 1000.0)",,
1385,,,,,,,"(1000.0, 1000.0)",,
1386,,,,,,,"(1000.0, 1000.0)",,
1387,,,,,,,"(1000.0, 1000.0)",,
1388,,,,,,,"(1000.0, 1000.0)",,
1389,,,,,,,"(1000.0, 1000.0)",,
1390,,,,,,,"(1000.0, 1000.0)",,
1391,,,,,,,"(1000.0, 1000.0)",,
1392,,,,,,,"(1000.0, 1000.0)",,
1393,,,,,,,"(1000.0, 1000.0)",,
1394,,,,,,,"(1000.0, 1000.0)",,
1395,,,,,,,"(1000.0, 1000.0)",,
1396,,,,,,,"(1000.0, 1000.0)",,
1397,,,,,,,"(1000.0, 1000.0)",,
1398,,,,,,,"(1000.0, 1000.0)",,
1399,,,,,,,"(1000.0, 1000.0)",,
1400,,,,,,,"(1000.0, 1000.0)",,
1401,,,,,,,"(1000.0, 1000.0)",,
1402,,,,,,,"(1000.0, 1000.0)",,
1403,,,,,,,"(1000.0, 1000.0)",,
1404,,,,,,,"(1000.0, 1000.0)",,
1405,,,,,,,"(1000.0, 1000.0)",,
1406,,,,,,,"(1000.0, 1000.0)",,
1407,,,,,,,"(1000.0, 1000.0)",,
1408,,,,,,,"(1000.0, 1000.0)",,
1409,,,,,,,"(1000.0, 1000.0)",,
1410,,,,,,,"(1000.0, 1000.0)",,
1411,,,,,,,"(1000.0, 1000.0)",,
1412,,,,,,,"(1000.0, 1000.0)",,
1413,,,,,,,"(1000.0, 1000.0)",,
1414,,,,,,,"(1000.0, 1000.0)",,
1415,,,,,,,"(1000.0, 1000.0)",,
1416,,,,,,,"(1000.0, 1000.0)",,
1417,,,,,,,"(1000.0, 1000.0)",,
1418,,,,,,,"(1000.0, 1000.0)",,
1419,,,,,,,"(1000.0, 1000.0)",,
1420,,,,,,,"(1000.0, 1000.0)",,
1421,,,,,,,"(1000.0, 1000.0)",,
1422,,,,,,,"(1000.0, 1000.0)",,
1423,,,,,,,"(1000.0, 1000.0)",,
1424,,,,,,,"(1000.0, 1000.0)",,
1425,,,,,,,"(1000.0, 1000.0)",,
1426,,,,,,,"(1000.0, 1000.0)",,
1427,,,,,,,"(1000.0, 1000.0)",,
1428,,,,,,,"(1000.0, 1000.0)",,
1429,,,,,,,"(1000.0, 1000.0)",,
1430,,,,,,,"(1000.0, 1000.0)",,
1431,,,,,,,"(1000.0, 1000.0)",,
1432,,,,,,,"(1000.0, 1000.0)",,
1433,,,,,,,"(1000.0, 1000.0)",,
1434,,,,,,,"(1000.0, 1000.0)",,
1435,,,,,,,"(1000.0, 1000.0)",,
1436,,,,,,,"(1000.0, 1000.0)",,
1437,,,,,,,"(1000.0, 1000.0)",,
1438,,,,,,,"(1000.0, 1000.0)",,
1439,,,,,,,"(1000.0, 1000.0)",,
1440,,,,,,,"(1000.0, 1000.0)",,
1441,,,,,,,"(1000.0, 1000.0)",,
1442,,,,,,,"(1000.0, 1000.0)",,
1443,,,,,,,"(1000.0, 1000.0)",,
1444,,,,,,,"(1000.0, 1000.0)",,
1445,,,,,,,"(1000.0, 1000.0)",,
1446,,,,,,,"(1000.0, 1000.0)",,
1447,,,,,,,"(1000.0, 1000.0)",,
1448,,,,,,,"(1000.0, 1000.0)",,
1449,,,,,,,"(1000.0, 1000.0)",,
1450,,,,,,,"(1000.0, 1000.0)",,
1451,,,,,,,"(1000.0, 1000.0)",,
1452,,,,,,,"(1000.0, 1000.0)",,
1453,,,,,,,"(1000.0, 1000.0)",,
1454,,,,,,,"(1000.0, 1000.0)",,
1455,,,,,,,"(1000.0, 1000.0)",,
1456,,,,,,,"(1000.0, 1000.0)",,
1457,,,,,,,"(1000.0, 1000.0)",,
1458,,,,,,,"(1000.0, 1000.0)",,
1459,,,,,,,"(1000.0, 1000.0)",,
1460,,,,,,,"(1000.0, 1000.0)",,
1461,,,,,,,"(1000.0, 1000.0)",,
1462,,,,,,,"(1000.0, 1000.0)",,
1463,,,,,,,"(1000.0, 1000.0)",,
1464,,,,,,,"(1000.0, 1000.0)",,
1465,,,,,,,"(1000.0, 1000.0)",,
1466,,,,,,,"(1000.0, 1000.0)",,
1467,,,,,,,"(1000.0, 1000.0)",,
1468,,,,,,,"(1000.0, 1000.0)",,
1469,,,,,,,"(1000.0, 1000.0)",,
1470,,,,,,,"(1000.0, 1000.0)",,
1471,,,,,,,"(1000.0, 1000.0)",,
1472,,,,,,,"(1000.0, 1000.0)",,
1473,,,,,,,"(1000.0, 1000.0)",,
1474,,,,,,,"(1000.0, 1000.0)",,
1475,,,,,,,"(1000.0, 1000.0)",,
1476,,,,,,,"(1000.0, 1000.0)",,
1477,,,,,,,"(1000.0, 1000.0)",,
1478,,,,,,,"(1000.0, 1000.0)",,
1479,,,,,,,"(1000.0, 1000.0)",,
1480,,,,,,,"(1000.0, 1000.0)",,
1481,,,,,,,"(1000.0, 1000.0)",,
1482,,,,,,,"(1000.0, 1000.0)",,
1483,,,,,,,"(1000.0, 1000.0)",,
1484,,,,,,,"(1000.0, 1000.0)",,
1485,,,,,,,"(1000.0, 1000.0)",,
1486,,,,,,,"(1000.0, 1000.0)",,
1487,,,,,,,"(1000.0, 1000.0)",,
1488,,,,,,,"(1000.0, 1000.0)",,
1489,,,,,,,"(1000.0, 1000.0)",,
1490,,,,,,,"(1000.0, 1000.0)",,
1491,,,,,,,"(1000.0, 1000.0)",,
1492,,,,,,,"(1000.0, 1000.0)",,
1493,,,,,,,"(1000.0, 1000.0)",,
1494,,,,,,,"(1000.0, 1000.0)",,
1495,,,,,,,"(1000.0, 1000.0)",,
1496,,,,,,,"(1000.0, 1000.0)",,
1497,,,,,,,"(1000.0, 1000.0)",,
1498,,,,,,,"(1000.0, 1000.0)",,
1499,,,,,,,"(1000.0, 1000.0)",,
1500,,,,,,,"(1000.0, 1000.0)",,
1501,,,,,,,"(1000.0, 1000.0)",,
1502,,,,,,,"(1000.0, 1000.0)",,
1503,,,,,,,"(1000.0, 1000.0)",,
1504,,,,,,,"(1000.0, 1000.0)",,
1505,,,,,,,"(1000.0, 1000.0)",,
1506,,,,,,,"(1000.0, 1000.0)",,
1507,,,,,,,"(1000.0, 1000.0)",,
1508,,,,,,,"(1000.0, 1000.0)",,
1509,,,,,,,"(1000.0, 1000.0)",,
1510,,,,,,,"(1000.0, 1000.0)",,
1511,,,,,,,"(1000.0, 1000.0)",,
1512,,,,,,,"(1000.0, 1000.0)",,
1513,,,,,,,"(1000.0, 1000.0)",,
1514,,,,,,,"(1000.0, 1000.0)",,
1515,,,,,,,"(1000.0, 1000.0)",,
1516,,,,,,,"(1000.0, 1000.0)",,
1517,,,,,,,"(1000.0, 1000.0)",,
1518,,,,,,,"(1000.0, 1000.0)",,
1519,,,,,,,"(1000.0, 1000.0)",,
1520,,,,,,,"(1000.0, 1000.0)",,
1521,,,,,,,"(1000.0, 1000.0)",,
1522,,,,,,,"(1000.0, 1000.0)",,
1523,,,,,,,"(1000.0, 1000.0)",,
1524,,,,,,,"(1000.0, 1000.0)",,
1525,,,,,,,"(1000.0, 1000.0)",,
1526,,,,,,,"(1000.0, 1000.0)",,
1527,,,,,,,"(1000.0, 1000.0)",,
1528,,,,,,,"(1000.0, 1000.0)",,
1529,,,,,,,"(1000.0, 1000.0)",,
1530,,,,,,,"(1000.0, 1000.0)",,
1531,,,,,,,"(1000.0, 1000.0)",,
1532,,,,,,,"(1000.0, 1000.0)",,
1533,,,,,,,"(1000.0, 1000.0)",,
1534,,,,,,,"(1000.0, 1000.0)",,
1535,,,,,,,"(1000.0, 1000.0)",,
1536,,,,,,,"(1000.0, 1000.0)",,
1537,,,,,,,"(1000.0, 1000.0)",,
1538,,,,,,,"(1000.0, 1000.0)",,
1539,,,,,,,"(1000.0, 1000.0)",,
1540,,,,,,,"(1000.0, 1000.0)",,
1541,,,,,,,"(1000.0, 1000.0)",,
1542,,,,,,,"(1000.0, 1000.0)",,
1543,,,,,,,"(1000.0, 1000.0)",,
1544,,,,,,,"(1000.0, 1000.0)",,
1545,,,,,,,"(1000.0, 1000.0)",,
1546,,,,,,,"(1000.0, 1000.0)",,
1547,,,,,,,"(1000.0, 1000.0)",,
1548,,,,,,,"(1000.0, 1000.0)",,
1549,,,,,,,"(1000.0, 1000.0)",,
1550,,,,,,,"(1000.0, 1000.0)",,
1551,,,,,,,"(1000.0, 1000.0)",,
1552,,,,,,,"(1000.0, 1000.0)",,
1553,,,,,,,"(1000.0, 1000.0)",,
1554,,,,,,,"(1000.0, 1000.0)",,
1555,,,,,,,"(1000.0, 1000.0)",,
1556,,,,,,,"(1000.0, 1000.0)",,
1557,,,,,,,"(1000.0, 1000.0)",,
1558,,,,,,,"(1000.0, 1000.0)",,
1559,,,,,,,"(1000.0, 1000.0)",,
1560,,,,,,,"(1000.0, 1000.0)",,
1561,,,,,,,"(1000.0, 1000.0)",,
1562,,,,,,,"(1000.0, 1000.0)",,
1563,,,,,,,"(1000.0, 1000.0)",,
1564,,,,,,,"(1000.0, 1000.0)",,
1565,,,,,,,"(1000.0, 1000.0)",,
1566,,,,,,,"(1000.0, 1000.0)",,
1567,,,,,,,"(1000.0, 1000.0)",,
1568,,,,,,,"(1000.0, 1000.0)",,
1569,,,,,,,"(1000.0, 1000.0)",,
1570,,,,,,,"(1000.0, 1000.0)",,
1571,,,,,,,"(1000.0, 1000.0)",,
1572,,,,,,,"(1000.0, 1000.0)",,
1573,,,,,,,"(1000.0, 1000.0)",,
1574,,,,,,,"(1000.0, 1000.0)",,
1575,,,,,,,"(1000.0, 1000.0)",,
1576,,,,,,,"(1000.0, 1000.0)",,
1577,,,,,,,"(1000.0, 1000.0)",,
1578,,,,,,,"(1000.0, 1000.0)",,
1579,,,,,,,"(1000.0, 1000.0)",,
1580,,,,,,,"(1000.0, 1000.0)",,
1581,,,,,,,"(1000.0, 1000.0)",,
1582,,,,,,,"(1000.0, 1000.0)",,
1583,,,,,,,"(1000.0, 1000.0)",,
1584,,,,,,,"(1000.0, 1000.0)",,
1585,,,,,,,"(1000.0, 1000.0)",,
1586,,,,,,,"(1000.0, 1000.0)",,
1587,,,,,,,"(1000.0, 1000.0)",,
1588,,,,,,,"(1000.0, 1000.0)",,
1589,,,,,,,"(1000.0, 1000.0)",,
1590,,,,,,,"(1000.0, 1000.0)",,
1591,,,,,,,"(1000.0, 1000.0)",,
1592,,,,,,,"(1000.0, 1000.0)",,
1593,,,,,,,"(1000.0, 1000.0)",,
1594,,,,,,,"(1000.0, 1000.0)",,
1595,,,,,,,"(1000.0, 1000.0)",,
1596,,,,,,,"(1000.0, 1000.0)",,
1597,,,,,,,"(1000.0, 1000.0)",,
1598,,,,,,,"(1000.0, 1000.0)",,
1599,,,,,,,"(1000.0, 1000.0)",,
1600,,,,,,,"(1000.0, 1000.0)",,
1601,,,,,,,"(1000.0, 1000.0)",,
1602,,,,,,,"(1000.0, 1000.0)",,
1603,,,,,,,"(1000.0, 1000.0)",,
1604,,,,,,,"(1000.0, 1000.0)",,
1605,,,,,,,"(1000.0, 1000.0)",,
1606,,,,,,,"(1000.0, 1000.0)",,
1607,,,,,,,"(1000.0, 1000.0)",,
1608,,,,,,,"(1000.0, 1000.0)",,
1609,,,,,,,"(1000.0, 1000.0)",,
1610,,,,,,,"(1000.0, 1000.0)",,
1611,,,,,,,"(1000.0, 1000.0)",,
1612,,,,,,,"(1000.0, 1000.0)",,
1613,,,,,,,"(1000.0, 1000.0)",,
1614,,,,,,,"(1000.0, 1000.0)",,
1615,,,,,,,"(1000.0, 1000.0)",,
1616,,,,,,,"(1000.0, 1000.0)",,
1617,,,,,,,"(1000.0, 1000.0)",,
1618,,,,,,,"(1000.0, 1000.0)",,
1619,,,,,,,"(1000.0, 1000.0)",,
1620,,,,,,,"(1000.0, 1000.0)",,
1621,,,,,,,"(1000.0, 1000.0)",,
1622,,,,,,,"(1000.0, 1000.0)",,
1623,,,,,,,"(1000.0, 1000.0)",,
1624,,,,,,,"(1000.0, 1000.0)",,
1625,,,,,,,"(1000.0, 1000.0)",,
1626,,,,,,,"(1000.0, 1000.0)",,
1627,,,,,,,"(1000.0, 1000.0)",,
1628,,,,,,,"(1000.0, 1000.0)",,
1629,,,,,,,"(1000.0, 1000.0)",,
1630,,,,,,,"(1000.0, 1000.0)",,
1631,,,,,,,"(1000.0, 1000.0)",,
1632,,,,,,,"(1000.0, 1000.0)",,
1633,,,,,,,"(1000.0, 1000.0)",,
1634,,,,,,,"(1000.0, 1000.0)",,
1635,,,,,,,"(1000.0, 1000.0)",,
1636,,,,,,,"(1000.0, 1000.0)",,
1637,,,,,,,"(1000.0, 1000.0)",,
1638,,,,,,,"(1000.0, 1000.0)",,
1639,,,,,,,"(1000.0, 1000.0)",,
1640,,,,,,,"(1000.0, 1000.0)",,
1641,,,,,,,"(1000.0, 1000.0)",,
1642,,,,,,,"(1000.0, 1000.0)",,
1643,,,,,,,"(1000.0, 1000.0)",,
1644,,,,,,,"(1000.0, 1000.0)",,
1645,,,,,,,"(1000.0, 1000.0)",,
1646,,,,,,,"(1000.0, 1000.0)",,
1647,,,,,,,"(1000.0, 1000.0)",,
1648,,,,,,,"(1000.0, 1000.0)",,
1649,,,,,,,"(1000.0, 1000.0)",,
1650,,,,,,,"(1000.0, 1000.0)",,
1651,,,,,,,"(1000.0, 1000.0)",,
1652,,,,,,,"(1000.0, 1000.0)",,
1653,,,,,,,"(1000.0, 1000.0)",,
1654,,,,,,,"(1000.0, 1000.0)",,
1655,,,,,,,"(1000.0, 1000.0)",,
1656,,,,,,,"(1000.0, 1000.0)",,
1657,,,,,,,"(1000.0, 1000.0)",,
1658,,,,,,,"(1000.0, 1000.0)",,
1659,,,,,,,"(1000.0, 1000.0)",,
1660,,,,,,,"(1000.0, 1000.0)",,
1661,,,,,,,"(1000.0, 1000.0)",,
1662,,,,,,,"(1000.0, 1000.0)",,
1663,,,,,,,"(1000.0, 1000.0)",,
1664,,,,,,,"(1000.0, 1000.0)",,
1665,,,,,,,"(1000.0, 1000.0)",,
1666,,,,,,,"(1000.0, 1000.0)",,
1667,,,,,,,"(1000.0, 1000.0)",,
1668,,,,,,,"(1000.0, 1000.0)",,
1669,,,,,,,"(1000.0, 1000.0)",,
1670,,,,,,,"(1000.0, 1000.0)",,
1671,,,,,,,"(1000.0, 1000.0)",,
1672,,,,,,,"(1000.0, 1000.0)",,
1673,,,,,,,"(1000.0, 1000.0)",,
1674,,,,,,,"(1000.0, 1000.0)",,
1675,,,,,,,"(1000.0, 1000.0)",,
1676,,,,,,,"(1000.0, 1000.0)",,
1677,,,,,,,"(1000.0, 1000.0)",,
1678,,,,,,,"(1000.0, 1000.0)",,
1679,,,,,,,"(1000.0, 1000.0)",,
1680,,,,,,,"(1000.0, 1000.0)",,
1681,,,,,,,"(1000.0, 1000.0)",,
1682,,,,,,,"(1000.0, 1000.0)",,
1683,,,,,,,"(1000.0, 1000.0)",,
1684,,,,,,,"(1000.0, 1000.0)",,
1685,,,,,,,"(1000.0, 1000.0)",,
1686,,,,,,,"(1000.0, 1000.0)",,
1687,,,,,,,"(1000.0, 1000.0)",,
1688,,,,,,,"(1000.0, 1000.0)",,
1689,,,,,,,"(1000.0, 1000.0)",,
1690,,,,,,,"(1000.0, 1000.0)",,
1691,,,,,,,"(1000.0, 1000.0)",,
1692,,,,,,,"(1000.0, 1000.0)",,
1693,,,,,,,"(1000.0, 1000.0)",,
1694,,,,,,,"(1000.0, 1000.0)",,
1695,,,,,,,"(1000.0, 1000.0)",,
1696,,,,,,,"(1000.0, 1000.0)",,
1697,,,,,,,"(1000.0, 1000.0)",,
1698,,,,,,,"(1000.0, 1000.0)",,
1699,,,,,,,"(1000.0, 1000.0)",,
1700,,,,,,,"(1000.0, 1000.0)",,
1701,,,,,,,"(1000.0, 1000.0)",,
1702,,,,,,,"(1000.0, 1000.0)",,
1703,,,,,,,"(1000.0, 1000.0)",,
1704,,,,,,,"(1000.0, 1000.0)",,
1705,,,,,,,"(1000.0, 1000.0)",,
1706,,,,,,,"(1000.0, 1000.0)",,
1707,,,,,,,"(1000.0, 1000.0)",,
1708,,,,,,,"(1000.0, 1000.0)",,
1709,,,,,,,"(1000.0, 1000.0)",,
1710,,,,,,,"(1000.0, 1000.0)",,
1711,,,,,,,"(1000.0, 1000.0)",,
1712,,,,,,,"(1000.0, 1000.0)",,
1713,,,,,,,"(1000.0, 1000.0)",,
1714,,,,,,,"(1000.0, 1000.0)",,
1715,,,,,,,"(1000.0, 1000.0)",,
1716,,,,,,,"(1000.0, 1000.0)",,
1717,,,,,,,"(1000.0, 1000.0)",,
1718,,,,,,,"(1000.0, 1000.0)",,
1719,,,,,,,"(1000.0, 1000.0)",,
1720,,,,,,,"(1000.0, 1000.0)",,
1721,,,,,,,"(1000.0, 1000.0)",,
1722,,,,,,,"(1000.0, 1000.0)",,
1723,,,,,,,"(1000.0, 1000.0)",,
1724,,,,,,,"(1000.0, 1000.0)",,
1725,,,,,,,"(1000.0, 1000.0)",,
1726,,,,,,,"(1000.0, 1000.0)",,
1727,,,,,,,"(1000.0, 1000.0)",,
1728,,,,,,,"(1000.0, 1000.0)",,
1729,,,,,,,"(1000.0, 1000.0)",,
1730,,,,,,,"(1000.0, 1000.0)",,
1731,,,,,,,"(1000.0, 1000.0)",,
1732,,,,,,,"(1000.0, 1000.0)",,
1733,,,,,,,"(1000.0, 1000.0)",,
1734,,,,,,,"(1000.0, 1000.0)",,
1735,,,,,,,"(1000.0, 1000.0)",,
1736,,,,,,,"(1000.0, 1000.0)",,
1737,,,,,,,"(1000.0, 1000.0)",,
1738,,,,,,,"(1000.0, 1000.0)",,
1739,,,,,,,"(1000.0, 1000.0)",,
1740,,,,,,,"(1000.0, 1000.0)",,
1741,,,,,,,"(1000.0, 1000.0)",,
1742,,,,,,,"(1000.0, 1000.0)",,
1743,,,,,,,"(1000.0, 1000.0)",,
1744,,,,,,,"(1000.0, 1000.0)",,
1745,,,,,,,"(1000.0, 1000.0)",,
1746,,,,,,,"(1000.0, 1000.0)",,
1747,,,,,,,"(1000.0, 1000.0)",,
1748,,,,,,,"(1000.0, 1000.0)",,
1749,,,,,,,"(1000.0, 1000.0)",,
1750,,,,,,,"(1000.0, 1000.0)",,
1751,,,,,,,"(1000.0, 1000.0)",,
1752,,,,,,,"(1000.0, 1000.0)",,
1753,,,,,,,"(1000.0, 1000.0)",,
1754,,,,,,,"(1000.0, 1000.0)",,
1755,,,,,,,"(1000.0, 1000.0)",,
1756,,,,,,,"(1000.0, 1000.0)",,
1757,,,,,,,"(1000.0, 1000.0)",,
1758,,,,,,,"(1000.0, 1000.0)",,
1759,,,,,,,"(1000.0, 1000.0)",,
1760,,,,,,,"(1000.0, 1000.0)",,
1761,,,,,,,"(1000.0, 1000.0)",,
1762,,,,,,,"(1000.0, 1000.0)",,
1763,,,,,,,"(1000.0, 1000.0)",,
1764,,,,,,,"(1000.0, 1000.0)",,
1765,,,,,,,"(1000.0, 1000.0)",,
1766,,,,,,,"(1000.0, 1000.0)",,
1767,,,,,,,"(1000.0, 1000.0)",,
1768,,,,,,,"(1000.0, 1000.0)",,
1769,,,,,,,"(1000.0, 1000.0)",,
1770,,,,,,,"(1000.0, 1000.0)",,
1771,,,,,,,"(1000.0, 1000.0)",,
1772,,,,,,,"(1000.0, 1000.0)",,
1773,,,,,,,"(1000.0, 1000.0)",,
1774,,,,,,,"(1000.0, 1000.0)",,
1775,,,,,,,"(1000.0, 1000.0)",,
1776,,,,,,,"(1000.0, 1000.0)",,
1777,,,,,,,"(1000.0, 1000.0)",,
1778,,,,,,,"(1000.0, 1000.0)",,
1779,,,,,,,"(1000.0, 1000.0)",,
1780,,,,,,,"(1000.0, 1000.0)",,
1781,,,,,,,"(1000.0, 1000.0)",,
1782,,,,,,,"(1000.0, 1000.0)",,
1783,,,,,,,"(1000.0, 1000.0)",,
1784,,,,,,,"(1000.0, 1000.0)",,
1785,,,,,,,"(1000.0, 1000.0)",,
1786,,,,,,,"(1000.0, 1000.0)",,
1787,,,,,,,"(1000.0, 1000.0)",,
1788,,,,,,,"(1000.0, 1000.0)",,
1789,,,,,,,"(1000.0, 1000.0)",,
1790,,,,,,,"(1000.0, 1000.0)",,
1791,,,,,,,"(1000.0, 1000.0)",,
1792,,,,,,,"(1000.0, 1000.0)",,
1793,,,,,,,"(1000.0, 1000.0)",,
1794,,,,,,,"(1000.0, 1000.0)",,
1795,,,,,,,"(1000.0, 1000.0)",,
1796,,,,,,,"(1000.0, 1000.0)",,
1797,,,,,,,"(1000.0, 1000.0)",,
1798,,,,,,,"(1000.0, 1000.0)",,
1799,,,,,,,"(1000.0, 1000.0)",,
1800,,,,,,,"(1000.0, 1000.0)",,
1801,,,,,,,"(1000.0, 1000.0)",,
1802,,,,,,,"(1000.0, 1000.0)",,
1803,,,,,,,"(1000.0, 1000.0)",,
1804,,,,,,,"(1000.0, 1000.0)",,
1805,,,,,,,"(1000.0, 1000.0)",,
1806,,,,,,,"(1000.0, 1000.0)",,
1807,,,,,,,"(1000.0, 1000.0)",,
1808,,,,,,,"(1000.0, 1000.0)",,
1809,,,,,,,"(1000.0, 1000.0)",,
1810,,,,,,,"(1000.0, 1000.0)",,
1811,,,,,,,"(1000.0, 1000.0)",,
1812,,,,,,,"(1000.0, 1000.0)",,
1813,,,,,,,"(1000.0, 1000.0)",,
1814,,,,,,,"(1000.0, 1000.0)",,
1815,,,,,,,"(1000.0, 1000.0)",,
1816,,,,,,,"(1000.0, 1000.0)",,
1817,,,,,,,"(1000.0, 1000.0)",,
1818,,,,,,,"(1000.0, 1000.0)",,
1819,,,,,,,"(1000.0, 1000.0)",,
1820,,,,,,,"(1000.0, 1000.0)",,
1821,,,,,,,"(1000.0, 1000.0)",,
1822,,,,,,,"(1000.0, 1000.0)",,
1823,,,,,,,"(1000.0, 1000.0)",,
1824,,,,,,,"(1000.0, 1000.0)",,
1825,,,,,,,"(1000.0, 1000.0)",,
1826,,,,,,,"(1000.0, 1000.0)",,
1827,,,,,,,"(1000.0, 1000.0)",,
1828,,,,,,,"(1000.0, 1000.0)",,
1829,,,,,,,"(1000.0, 1000.0)",,
1830,,,,,,,"(1000.0, 1000.0)",,
1831,,,,,,,"(1000.0, 1000.0)",,
1832,,,,,,,"(1000.0, 1000.0)",,
1833,,,,,,,"(1000.0, 1000.0)",,
1834,,,,,,,"(1000.0, 1000.0)",,
1835,,,,,,,"(1000.0, 1000.0)",,
1836,,,,,,,"(1000.0, 1000.0)",,
1837,,,,,,,"(1000.0, 1000.0)",,
1838,,,,,,,"(1000.0, 1000.0)",,
1839,,,,,,,"(1000.0, 1000.0)",,
1840,,,,,,,"(1000.0, 1000.0)",,
1841,,,,,,,"(1000.0, 1000.0)",,
1842,,,,,,,"(1000.0, 1000.0)",,
1843,,,,,,,"(1000.0, 1000.0)",,
1844,,,,,,,"(1000.0, 1000.0)",,
1845,,,,,,,"(1000.0, 1000.0)",,
1846,,,,,,,"(1000.0, 1000.0)",,
1847,,,,,,,"(1000.0, 1000.0)",,
1848,,,,,,,"(1000.0, 1000.0)",,
1849,,,,,,,"(1000.0, 1000.0)",,
1850,,,,,,,"(1000.0, 1000.0)",,
1851,,,,,,,"(1000.0, 1000.0)",,
1852,,,,,,,"(1000.0, 1000.0)",,
1853,,,,,,,"(1000.0, 1000.0)",,
1854,,,,,,,"(1000.0, 1000.0)",,
1855,,,,,,,"(1000.0, 1000.0)",,
1856,,,,,,,"(1000.0, 1000.0)",,
1857,,,,,,,"(1000.0, 1000.0)",,
1858,,,,,,,"(1000.0, 1000.0)",,
1859,,,,,,,"(1000.0, 1000.0)",,
1860,,,,,,,"(1000.0, 1000.0)",,
1861,,,,,,,"(1000.0, 1000.0)",,
1862,,,,,,,"(1000.0, 1000.0)",,
1863,,,,,,,"(1000.0, 1000.0)",,
1864,,,,,,,"(1000.0, 1000.0)",,
1865,,,,,,,"(1000.0, 1000.0)",,
1866,,,,,,,"(1000.0, 1000.0)",,
1867,,,,,,,"(1000.0, 1000.0)",,
1868,,,,,,,"(1000.0, 1000.0)",,
1869,,,,,,,"(1000.0, 1000.0)",,
1870,,,,,,,"(1000.0, 1000.0)",,
1871,,,,,,,"(1000.0, 1000.0)",,
1872,,,,,,,"(1000.0, 1000.0)",,
1873,,,,,,,"(1000.0, 1000.0)",,
1874,,,,,,,"(1000.0, 1000.0)",,
1875,,,,,,,"(1000.0, 1000.0)",,
1876,,,,,,,"(1000.0, 1000.0)",,
1877,,,,,,,"(1000.0, 1000.0)",,
1878,,,,,,,"(1000.0, 1000.0)",,
1879,,,,,,,"(1000.0, 1000.0)",,
1880,,,,,,,"(1000.0, 1000.0)",,
1881,,,,,,,"(1000.0, 1000.0)",,
1882,,,,,,,"(1000.0, 1000.0)",,
1883,,,,,,,"(1000.0, 1000.0)",,
1884,,,,,,,"(1000.0, 1000.0)",,
1885,,,,,,,"(1000.0, 1000.0)",,
1886,,,,,,,"(1000.0, 1000.0)",,
1887,,,,,,,"(1000.0, 1000.0)",,
1888,,,,,,,"(1000.0, 1000.0)",,
1889,,,,,,,"(1000.0, 1000.0)",,
1890,,,,,,,"(1000.0, 1000.0)",,
1891,,,,,,,"(1000.0, 1000.0)",,
1892,,,,,,,"(1000.0, 1000.0)",,
1893,,,,,,,"(1000.0, 1000.0)",,
1894,,,,,,,"(1000.0, 1000.0)",,
1895,,,,,,,"(1000.0, 1000.0)",,
1896,,,,,,,"(1000.0, 1000.0)",,
1897,,,,,,,"(1000.0, 1000.0)",,
1898,,,,,,,"(1000.0, 1000.0)",,
1899,,,,,,,"(1000.0, 1000.0)",,
1900,,,,,,,"(1000.0, 1000.0)",,
1901,,,,,,,"(1000.0, 1000.0)",,
1902,,,,,,,"(1000.0, 1000.0)",,
1903,,,,,,,"(1000.0, 1000.0)",,
1904,,,,,,,"(1000.0, 1000.0)",,
1905,,,,,,,"(1000.0, 1000.0)",,
1906,,,,,,,"(1000.0, 1000.0)",,
1907,,,,,,,"(1000.0, 1000.0)",,
1908,,,,,,,"(1000.0, 1000.0)",,
1909,,,,,,,"(1000.0, 1000.0)",,
1910,,,,,,,"(1000.0, 1000.0)",,
